,idDrink,strDrink,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,all_ingredients,soup
308,11989,Queen Charlotte,Ordinary Drink,,Alcoholic,Collins glass,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,Red wine,Grenadine,Lemon-lime soda,,,,,,,,2 oz ,1 oz ,,,,,,,,,"Red wine,Grenadine,Lemon-lime soda","Red wine,Grenadine,Lemon-lime soda,Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve."
309,11991,Queen Elizabeth,Ordinary Drink,,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg,Dry Vermouth,Gin,Benedictine,,,,,,,,1/2 oz ,1 1/2 oz ,1 1/2 tsp ,,,,,,,,"Dry Vermouth,Gin,Benedictine","Dry Vermouth,Gin,Benedictine,Stir all ingredients with ice, strain into a cocktail glass, and serve."
310,11983,Quaker's Cocktail,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,Light rum,Brandy,Lemon,Raspberry syrup,,,,,,,3/4 oz ,3/4 oz ,Juice of 1/4 ,2 tsp ,,,,,,,"Light rum,Brandy,Lemon,Raspberry syrup","Light rum,Brandy,Lemon,Raspberry syrup,Shake all ingredients with ice, strain into a cocktail glass, and serve."
311,11985,Quarter Deck Cocktail,Ordinary Drink,,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,Light rum,Sherry,Lime,,,,,,,,1 1/2 ,1/3 oz cream ,Juice of 1/2 ,,,,,,,,"Light rum,Sherry,Lime","Light rum,Sherry,Lime,Stir all ingredients with ice, strain into a cocktail glass, and serve."
312,17208,Rose,Ordinary Drink,Contemporary Classics,Alcoholic,Cocktail glass,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,,,,,1/2 oz ,1 oz ,1/2 oz ,1/2 tsp ,1 tsp ,,,,,,"Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar","Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve."
313,16031,Radler,Ordinary Drink,,Alcoholic,Highball glass,"Pour beer into large mug, slowly add the 7-up (or Sprite).",https://www.thecocktaildb.com/images/media/drink/xz8igv1504888995.jpg,Beer,7-Up,,,,,,,,,12 oz ,12 oz ,,,,,,,,,"Beer,7-Up","Beer,7-Up,Pour beer into large mug, slowly add the 7-up (or Sprite)."
314,12093,Rum Sour,Ordinary Drink,,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",https://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg,Light rum,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1 ,1 ,,,,,,"Light rum,Lemon juice,Sugar,Orange,Maraschino cherry","Light rum,Lemon juice,Sugar,Orange,Maraschino cherry,In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry."
315,12097,Rum Toddy,Ordinary Drink,,Alcoholic,Old-fashioned glass,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg,Rum,Powdered sugar,Lemon peel,Water,,,,,,,2 oz light or dark ,2 tsp ,1 twist of ,2 tsp ,,,,,,,"Rum,Powdered sugar,Lemon peel,Water","Rum,Powdered sugar,Lemon peel,Water,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve."
316,14978,Rum Punch,Punch / Party Drink,,Alcoholic,Punch bowl,Mix all ingredients in a punch bowl and serve.,https://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,Rum,Ginger ale,Fruit punch,Orange juice,Ice,,,,,,mikey bottle ,large bottle ,355 ml frozen ,355 ml frozen ,crushed ,,,,,,"Rum,Ginger ale,Fruit punch,Orange juice,Ice","Rum,Ginger ale,Fruit punch,Orange juice,Ice,Mix all ingredients in a punch bowl and serve."
317,12055,Royal Fizz,Ordinary Drink,,Alcoholic,Collins glass,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,Gin,Sweet and sour,Egg,Coca-Cola,,,,,,,1 oz ,2 oz ,1 whole ,,,,,,,,"Gin,Sweet and sour,Egg,Coca-Cola","Gin,Sweet and sour,Egg,Coca-Cola,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve."
318,12071,Rum Cooler,Ordinary Drink,,Alcoholic,Collins glass,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,https://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg,Rum,Lemon-lime soda,Lemon,,,,,,,,2 oz light or dark ,4 oz ,1 ,,,,,,,,"Rum,Lemon-lime soda,Lemon","Rum,Lemon-lime soda,Lemon,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge."
319,12101,Rusty Nail,Ordinary Drink,Unforgettables,Alcoholic,Old-fashioned glass,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,Scotch,Drambuie,Lemon peel,,,,,,,,1 1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,"Scotch,Drambuie,Lemon peel","Scotch,Drambuie,Lemon peel,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist."
320,16250,Rum Runner,Punch / Party Drink,,Alcoholic,Cocktail glass,Mix all ingredients in glass & add ice.,https://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg,Malibu rum,Blackberry brandy,Orange juice,Pineapple juice,Cranberry juice,,,,,,1 1/2 oz ,1 oz ,3-4 oz ,3-4 oz ,3-4 oz ,,,,,,"Malibu rum,Blackberry brandy,Orange juice,Pineapple juice,Cranberry juice","Malibu rum,Blackberry brandy,Orange juice,Pineapple juice,Cranberry juice,Mix all ingredients in glass & add ice."
321,12067,Rum Cobbler,Ordinary Drink,,Alcoholic,Old-fashioned glass,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",https://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,Sugar,Club soda,Lemon,Dark rum,Maraschino cherry,Orange,,,,,1 tsp superfine ,3 oz ,1 ,2 oz ,1 ,1 ,,,,,"Sugar,Club soda,Lemon,Dark rum,Maraschino cherry,Orange","Sugar,Club soda,Lemon,Dark rum,Maraschino cherry,Orange,In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices."
322,14087,Red Snapper,Shot,,Alcoholic,Old-fashioned glass,"One shot each, shake n shoot",https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,Crown Royal,Amaretto,Cranberry juice,,,,,,,,1 shot ,1 shot ,1 shot ,,,,,,,,"Crown Royal,Amaretto,Cranberry juice","Crown Royal,Amaretto,Cranberry juice,One shot each, shake n shoot"
323,15082,Royal Flush,Shot,,Alcoholic,Old-fashioned glass,Pour all the ingredients into tumbler over ice. Strain into glass.,https://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,Crown Royal,Peach schnapps,Chambord raspberry liqueur,Cranberry juice,,,,,,,1 1/2 oz ,1 oz ,1/2 oz ,1 oz ,,,,,,,"Crown Royal,Peach schnapps,Chambord raspberry liqueur,Cranberry juice","Crown Royal,Peach schnapps,Chambord raspberry liqueur,Cranberry juice,Pour all the ingredients into tumbler over ice. Strain into glass."
324,17122,Royal Bitch,Shot,,Alcoholic,Shot glass,Into a shot glass layer the Crown Royal on top of the Frangelico.,https://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,Frangelico,Crown Royal,,,,,,,,,1 part ,1 part ,,,,,,,,,"Frangelico,Crown Royal","Frangelico,Crown Royal,Into a shot glass layer the Crown Royal on top of the Frangelico."
325,17114,Ruby Tuesday,Cocktail,,Alcoholic,Highball glass,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,Gin,Cranberry juice,Grenadine,,,,,,,,2 oz ,5 oz ,2 splashes ,,,,,,,,"Gin,Cranberry juice,Grenadine","Gin,Cranberry juice,Grenadine,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir."
326,12630,Rail Splitter,Cocktail,,Non alcoholic,Highball glass,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,Sugar syrup,Lemon juice,Ginger ale,,,,,,,,2 tsp ,,,,,,,,,,"Sugar syrup,Lemon juice,Ginger ale","Sugar syrup,Lemon juice,Ginger ale,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale."
327,17245,Rosemary Blue,Cocktail,,Alcoholic,Balloon Glass,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.",https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg,Gin,Blue Curacao,Tonic Water,Rosemary,,,,,,,50 ml,15 ml,100 ml,Garnish with,,,,,,,"Gin,Blue Curacao,Tonic Water,Rosemary","Gin,Blue Curacao,Tonic Water,Rosemary,1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix."
328,12057,Royal Gin Fizz,Ordinary Drink,,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,Gin,Lemon,Powdered sugar,Egg,Carbonated water,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 whole ,,,,,,,"Gin,Lemon,Powdered sugar,Egg,Carbonated water","Gin,Lemon,Powdered sugar,Egg,Carbonated water,Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
329,12087,Rum Milk Punch,Ordinary Drink,,Alcoholic,Collins glass,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,Light rum,Milk,Powdered sugar,Nutmeg,,,,,,,2 oz ,1 cup ,1 tsp ,,,,,,,,"Light rum,Milk,Powdered sugar,Nutmeg","Light rum,Milk,Powdered sugar,Nutmeg,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve."
330,178333,Raspberry Julep,Cocktail,,Alcoholic,Cordial glass,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg,Bourbon,Raspberry syrup,Mint,,,,,,,,2 oz,1/2 oz,8,,,,,,,,"Bourbon,Raspberry syrup,Mint,,,,","Bourbon,Raspberry syrup,Mint,,,,,Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig."
331,12091,Rum Screwdriver,Ordinary Drink,,Alcoholic,Highball glass,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg,Light rum,Orange juice,,,,,,,,,1 1/2 oz ,5 oz ,,,,,,,,,"Light rum,Orange juice","Light rum,Orange juice,Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve."
332,17167,Raspberry Cooler,Other/Unknown,,Alcoholic,Highball glass,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Raspberry vodka,Lemon-lime soda,Ice,,,,,,,,2 oz ,4 oz ,,,,,,,,,"Raspberry vodka,Lemon-lime soda,Ice","Raspberry vodka,Lemon-lime soda,Ice,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well."
333,12089,Rum Old-fashioned,Ordinary Drink,,Alcoholic,Old-fashioned glass,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,,,,,1 1/2 oz ,1 tsp ,1/2 tsp ,1 dash ,1 tsp ,Twist of ,,,,,"Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel","Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve."
334,17214,Russian Spring Punch,Ordinary Drink,New Era Drinks,Alcoholic,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice,,,,,,,2.5 cl,1.5 cl,1 cl,2.5 cl,,,,,,,"Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice","Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice,Pour the ingredients into an highball glass, top with Sparkling wine."
335,16984,Radioactive Long Island Iced Tea,Ordinary Drink,,Alcoholic,Collins Glass,Pour all ingredients over ice in a very tall glass. Sip cautiously.,https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,Rum,Vodka,Tequila,Gin,Triple sec,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,,,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,,,"Rum,Vodka,Tequila,Gin,Triple sec,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum","Rum,Vodka,Tequila,Gin,Triple sec,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,Pour all ingredients over ice in a very tall glass. Sip cautiously."
336,17141,Smut,Punch / Party Drink,,Alcoholic,Beer mug,Throw it all together and serve real cold.,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,Red wine,Peach schnapps,Pepsi Cola,Orange juice,,,,,,,1/3 part ,1 shot ,1/3 part ,1/3 part ,,,,,,,"Red wine,Peach schnapps,Pepsi Cola,Orange juice","Red wine,Peach schnapps,Pepsi Cola,Orange juice,Throw it all together and serve real cold."
337,17215,Spritz,Ordinary Drink,New Era Drinks,Alcoholic,Old-Fashioned glass,"Build into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,Prosecco,Campari,Soda Water,,,,,,,,6 cl,4 cl,splash,,,,,,,,"Prosecco,Campari,Soda Water","Prosecco,Campari,Soda Water,Build into glass over ice, garnish and serve."
338,12127,Sazerac,Ordinary Drink,Unforgettables,Alcoholic,Old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel,,,,,1 tsp ,1/2 tsp superfine ,2 dashes ,1 tsp ,2 oz ,1 twist of ,,,,,"Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel","Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel,Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish."
339,12130,Scooter,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Brandy,Amaretto,Light cream,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,"Brandy,Amaretto,Light cream","Brandy,Amaretto,Light cream,Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve."
340,12196,Sidecar,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg,Cognac,Cointreau,Lemon juice,,,,,,,,2 oz ,1/2 oz ,1 oz ,,,,,,,,"Cognac,Cointreau,Lemon juice","Cognac,Cointreau,Lemon juice,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass."
341,17193,Stinger,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,Brandy,White Creme de Menthe,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,"Brandy,White Creme de Menthe","Brandy,White Creme de Menthe,Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass."
342,14195,Snowball,Ordinary Drink,,Alcoholic,Highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,Advocaat,Lemonade,Lemon,Ice,,,,,,,1 1/2 oz ,8-10 oz cold ,1 slice ,cubes,,,,,,,"Advocaat,Lemonade,Lemon,Ice","Advocaat,Lemonade,Lemon,Ice,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once."
343,16985,Shot-gun,Shot,,Alcoholic,Shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Jim Beam,Jack Daniels,Wild Turkey,,,,,,,,1 part ,1 part ,1 oz ,,,,,,,,"Jim Beam,Jack Daniels,Wild Turkey","Jim Beam,Jack Daniels,Wild Turkey,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top."
344,178322,Spice 75,Cocktail,,Alcoholic,Wine Glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,,,,,60 ml,1 tblsp,20 cl,90 ml,6 cl,Garnish with,,,,,"Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,","Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,,Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist."
345,12107,Salty Dog,Ordinary Drink,,Alcoholic,Highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,Grapefruit juice,Gin,Salt,,,,,,,,5 oz ,1 1/2 oz ,1/4 tsp ,,,,,,,,"Grapefruit juice,Gin,Salt","Grapefruit juice,Gin,Salt,Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)"
346,12308,Stone Sour,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Apricot brandy,Orange juice,Sweet and sour,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,"Apricot brandy,Orange juice,Sweet and sour","Apricot brandy,Orange juice,Sweet and sour,Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve."
347,13020,Sangria #1,Punch / Party Drink,,Alcoholic,Pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon,,,,,1 bottle ,1/2 cup ,1 cup ,1 cup ,,,,,,,"Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon","Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses."
348,13377,Sea breeze,Ordinary Drink,Contemporary Classics,Alcoholic,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Vodka,Cranberry juice,Grapefruit juice,,,,,,,,1 1/2 oz ,4 oz ,1 oz ,,,,,,,,"Vodka,Cranberry juice,Grapefruit juice","Vodka,Cranberry juice,Grapefruit juice,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge."
349,12158,Scotch Sour,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Scotch,Lime,Powdered sugar,Lemon,Cherry,,,,,,1 1/2 oz ,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1 ,,,,,,"Scotch,Lime,Powdered sugar,Lemon,Cherry","Scotch,Lime,Powdered sugar,Lemon,Cherry,Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve."
350,12162,Screwdriver,Ordinary Drink,Unforgettables,Alcoholic,Highball glass,Mix in a highball glass with ice. Garnish and serve.,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Vodka,Orange juice,,,,,,,,,2 oz ,,,,,,,,,,"Vodka,Orange juice","Vodka,Orange juice,Mix in a highball glass with ice. Garnish and serve."
351,12190,Sherry Flip,Ordinary Drink,,Alcoholic,Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Sherry,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,1 1/2 oz cream ,2 tsp ,1 tsp ,1 whole ,,,,,,,"Sherry,Light cream,Powdered sugar,Egg,Nutmeg","Sherry,Light cream,Powdered sugar,Egg,Nutmeg,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve."
352,16990,Sweet Tooth,Milk / Float / Shake,,Alcoholic,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Godiva liqueur,Milk,,,,,,,,,2 shots ,,,,,,,,,,"Godiva liqueur,Milk","Godiva liqueur,Milk,Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like."
353,12256,Sol Y Sombra,Ordinary Drink,,Alcoholic,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,Brandy,Anisette,,,,,,,,,1 1/2 oz ,1 1/2 oz ,,,,,,,,,"Brandy,Anisette","Brandy,Anisette,Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)"
354,16273,Shark Attack,Cocktail,,Alcoholic,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Lemonade,Water,Vodka,,,,,,,,1 can ,3 cans ,1 1/2 cup ,,,,,,,,"Lemonade,Water,Vodka","Lemonade,Water,Vodka,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!"
355,12188,Sherry Eggnog,Ordinary Drink,,Alcoholic,Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,Sherry,Powdered sugar,Egg,Milk,Nutmeg,,,,,,2 oz cream ,1 tsp ,1 whole ,,,,,,,,"Sherry,Powdered sugar,Egg,Milk,Nutmeg","Sherry,Powdered sugar,Egg,Milk,Nutmeg,Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve."
356,12724,Sweet Bananas,Milk / Float / Shake,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Milk,Banana,Honey,,,,,,,,2 cups ,1 ,1 tblsp ,,,,,,,,"Milk,Banana,Honey","Milk,Banana,Honey,Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
