,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
63,"Chateau La Croix De Gay, Pomerol",37194,chateau-la-croix-de-gay-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.81,A+,13,1009020.0,10090202017.0
64,"Chateau Fayat, Pomerol",35649,chateau-fayat-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.79,B+,10,1177037.0,11770372017.0
65,"Chateau Plincette, Pomerol",40127,chateau-plincette-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.79,A+,6,,
66,"Chateau Plince, Pomerol",40126,chateau-plince-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.65,A,14,1014264.0,10142642017.0
67,"Chateau Bonalgue, Pomerol",32703,chateau-bonalgue-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.49,B+,9,,
68,"Chateau L'Ecuyer, Pomerol",36950,chateau-lecuyer-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.48,B,6,,
69,"Chateau Capet Guillier, Saint Emilion Grand Cru",33051,chateau-capet-guillier-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.45,A,7,,
70,"Clos De La Vieille Eglise, Pomerol",43619,clos-de-la-vieille-eglise-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.29,B+,6,,
71,"Chateau Monregard La Croix, Pomerol",39391,chateau-monregard-la-croix-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.25,A,7,,
72,"Chateau La Commanderie, Pomerol",37140,chateau-la-commanderie-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.09,B+,5,,
73,"Chateau Le Moulin, Pomerol",38377,chateau-le-moulin-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,88.05,B+,8,,
74,"Chateau Edmus, Saint Emilion Grand Cru",35592,chateau-edmus-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2017,2020-12-01,False,87.98,B,7,,
75,"Chateau La Grave, Bordeaux",37447,chateau-la-grave-bordeaux,Bordeaux,bordeaux,Red,,['Bordeaux'],France,,2017,2020-12-01,False,87.86,B,4,,
76,"Chateau De Viaud, Lalande De Pomerol",35001,chateau-de-viaud-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,87.45,A+,3,,
77,"Chateau Bertineau, St-Vincent, Lalande De Pomerol",32597,chateau-bertineau-st-vincent-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,87.1,B+,4,,
78,"Chateau Bel Air, Pomerol",32443,chateau-bel-air-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,86.47,B,6,,
79,"Chateau De Carlmagnus, Fronsac",33910,chateau-de-carlmagnus-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2017,2020-12-01,False,86.43,A,7,,
80,"Chateau Haut Surget, Lalande De Pomerol",36670,chateau-haut-surget-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,85.76,A,4,,
81,"Chateau Moncets, Lalande De Pomerol",39355,chateau-moncets-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,85.73,B,7,,
82,"Chateau Montviel, Pomerol",39491,chateau-montviel-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,84.93,C,4,,
83,"Chateau De Chambrun, Lalande De Pomerol",33958,chateau-de-chambrun-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2017,2020-12-01,False,84.51,B,7,,
84,"Chateau Margaux, Margaux",39051,chateau-margaux-margaux,Margaux,margaux,Red,,['Bordeaux'],France,1er Grand Cru Classé en 1855,2019,2020-07-07,True,98.63,A+,13,1522619.0,15226192019.0
85,"Chateau Figeac, Saint Emilion Grand Cru",35687,chateau-figeac-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé B,2019,2020-07-07,True,98.38,A+,12,1009769.0,10097692019.0
86,"Chateau Ducru Beaucaillou, Saint Julien",35559,chateau-ducru-beaucaillou-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2019,2020-07-07,True,98.25,A+,11,1009479.0,10094792019.0
87,"Chateau Pichon Longueville Comtesse De Lalande, Pauillac",40020,chateau-pichon-longueville-comtesse-de-lalande-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2019,2020-07-07,True,97.83,A+,12,1014176.0,10141762019.0
88,"Chateau La Conseillante, Pomerol",37148,chateau-la-conseillante-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2019,2020-07-07,True,97.77,A,11,1008746.0,10087462019.0
89,"Chateau Pichon Longueville Baron, Pauillac",40018,chateau-pichon-longueville-baron-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2019,2020-07-07,True,97.52,A+,10,1014163.0,10141632019.0
90,"Chateau Cos D'Estournel, Saint Estephe",33389,chateau-cos-destournel-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2019,2020-07-07,True,97.39,A+,12,1008788.0,10087882019.0
91,"Chateau Haut Bailly, Pessac Leognan",36357,chateau-haut-bailly-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,2019,2020-07-07,True,96.76,A+,13,1011191.0,10111912019.0
92,"Chateau Calon Segur, Saint Estephe",32921,chateau-calon-segur-saint-estephe,Saint Estephe,saint-estephe,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,2019,2020-07-07,True,96.7,A,12,1007475.0,10074752019.0
93,"Chateau Pavie, Saint Emilion Grand Cru",39797,chateau-pavie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé A,2019,2020-07-07,True,96.69,A,11,1013850.0,10138502019.0
94,"Chateau Leoville Poyferre, Saint Julien",38507,chateau-leoville-poyferre-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2019,2020-07-07,True,96.35,A+,11,1012387.0,10123872019.0
95,"Chateau Smith Haut Lafitte, Pessac Leognan",40945,chateau-smith-haut-lafitte-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,2019,2020-07-07,True,96.26,A+,13,1015261.0,10152612019.0
96,"Duffau Lagarrosse, Chateau Beausejour, Saint Emilion Grand Cru",68102,duffau-lagarrosse-chateau-beausejour-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé B,2019,2020-07-07,True,96.21,A+,12,1006423.0,10064232019.0
97,"Le Dome, Saint Emilion Grand Cru",94962,le-dome-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2019,2020-07-07,True,95.89,A+,9,1009424.0,10094242019.0
98,"Chateau De Valandraud, Saint Emilion Grand Cru",34959,chateau-de-valandraud-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé B,2019,2020-07-07,True,95.86,A,12,1015984.0,10159842019.0
99,"Chateau Leoville Barton, Saint Julien",38498,chateau-leoville-barton-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2019,2020-07-07,True,95.76,A+,10,1012361.0,10123612019.0
100,"Chateau Le Tertre-Roteboeuf, Saint Emilion Grand Cru",38464,chateau-le-tertre-roteboeuf-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2019,2020-07-07,True,95.74,B,8,1015418.0,10154182019.0
101,"La Mondotte, Saint Emilion Grand Cru",92854,la-mondotte-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé B,2019,2020-07-07,True,95.7,A,11,1013225.0,10132252019.0
102,"Chateau Lynch Bages, Pauillac",38918,chateau-lynch-bages-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,5eme Grand Cru classé en 1855,2019,2020-07-07,True,95.59,A,10,1012576.0,10125762019.0
103,"Chateau Pape Clement, Pessac Leognan",39768,chateau-pape-clement-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,2019,2020-07-07,True,95.47,A,12,1013690.0,10136902019.0
104,"Chateau Pavie Macquin, Saint Emilion Grand Cru",39794,chateau-pavie-macquin-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé B,2019,2020-07-07,True,95.15,A,13,1013876.0,10138762019.0
105,"Chateau Larcis Ducasse, Saint Emilion Grand Cru",38097,chateau-larcis-ducasse-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Premier Grand Cru classé B,2019,2020-07-07,True,95.04,A,12,1012185.0,10121852019.0
106,"Chateau Smith Haut Lafitte, Blanc, Pessac Leognan",40939,chateau-smith-haut-lafitte-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,,2019,2020-07-07,True,95.0,A,13,1017627.0,10176272019.0
107,"Domaine De Chevalier, Pessac Leognan",54086,domaine-de-chevalier-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,Grand Cru Classé de Graves,2019,2020-07-07,True,94.85,A,11,1009408.0,10094082019.0
108,"Chateau Suduiraut, Blanc, Sauternes",41110,chateau-suduiraut-blanc-sauternes,Sauternes,sauternes,White,sweet,['Bordeaux'],France,1er Grand Cru Classé en 1855,2019,2020-07-07,True,94.79,A,12,1017656.0,10176562019.0
109,"Chateau Brane Cantenac, Margaux",32799,chateau-brane-cantenac-margaux,Margaux,margaux,Red,,['Bordeaux'],France,2eme Grand Cru classé en 1855,2019,2020-07-07,True,94.78,A,9,1007286.0,10072862019.0
110,"Chateau Malescot St Exupery, Margaux",39011,chateau-malescot-st-exupery-margaux,Margaux,margaux,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,2019,2020-07-07,True,94.76,B+,7,1012693.0,10126932019.0
111,"Enclos Tourmaline, Pomerol",69974,enclos-tourmaline-pomerol,Pomerol,pomerol,Red,,['Bordeaux'],France,,2019,2020-07-07,True,94.63,A,9,,
112,"Chateau Pavie-Decesse, Saint Emilion Grand Cru",39798,chateau-pavie-decesse-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,Grand Cru classé,2019,2020-07-07,True,94.56,B+,10,1013863.0,10138632019.0
113,"Chateau Giscours, Margaux",36039,chateau-giscours-margaux,Margaux,margaux,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,2019,2020-07-07,True,94.43,A,12,1010569.0,10105692019.0
114,"Chateau Croix De Labrie, Saint Emilion Grand Cru",33491,chateau-croix-de-labrie-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2019,2020-07-07,True,94.2,B+,11,1009033.0,10090332019.0
115,"Domaine De Chevalier, Blanc, Pessac Leognan",54082,domaine-de-chevalier-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,Grand Cru Classé de Graves,2019,2020-07-07,True,94.15,A,12,1173547.0,11735472019.0
116,"Chateau Bellevue Mondotte, Saint Emilion Grand Cru",32540,chateau-bellevue-mondotte-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2019,2020-07-07,True,94.11,A,10,1006960.0,10069602019.0
117,"Chateau Teyssier, Les Asteries, Saint Emilion Grand Cru",95615,chateau-teyssier-les-asteries-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2019,2020-07-07,True,94.03,A,9,,
118,"Chateau D'Issan, Margaux",33524,chateau-dissan-margaux,Margaux,margaux,Red,,['Bordeaux'],France,3eme Grand Cru classé en 1855,2019,2020-07-07,True,94.0,A+,12,1011654.0,10116542019.0
119,"Chateau Cos D'Estournel, Blanc, Bordeaux",33384,chateau-cos-destournel-blanc-bordeaux,Bordeaux,bordeaux,White,dry,['Bordeaux'],France,,2019,2020-07-07,True,93.88,B+,10,1016763.0,10167632019.0
